X_gc_pc,Y_gc_pc,Z_gc_pc,R_gc_pc
10246.868105,-2198.467132,3998.973851,10480.055519
6208.473266,-4011.132967,-2365.870421,7391.503770
6036.257101,3046.603875,-3420.264796,6761.523124
9385.755560,-4565.457381,-1710.483793,10437.231842
11854.490380,2386.811752,2383.945887,12092.386551
5167.205519,3328.385015,-2358.195869,6146.394039
11973.313463,2771.062447,1676.193699,12289.793422
9149.774113,-4907.471763,433.712412,10382.757121
11017.555679,-452.974451,4095.747977,11026.863516
8275.285316,-1176.547690,4891.761909,8358.505340
9401.830495,-4799.281685,-799.914938,10555.923520
5685.684106,-3962.058524,1928.087694,6930.000830
11392.331397,3389.752936,-1778.795156,11885.942942
11477.100249,3713.724021,-563.235620,12062.983720
10067.563780,-2263.934125,4053.442389,10318.974667
4476.056612,366.193391,-3454.366500,4491.011066
8135.104741,2862.182501,4140.664524,8623.921255
11619.707884,-284.762427,3609.482179,11623.196676
11462.189592,959.031540,3641.311132,11502.240292
11147.773261,3919.134831,912.452272,11816.618235
8167.540134,3031.838943,4017.046025,8712.104179
12076.090728,1839.748353,2509.315003,12215.426364
6252.835427,-4183.130107,2085.682537,7523.066421
11628.995134,2224.260718,-2850.497229,11839.799980
5828.800616,-4467.797499,-351.469248,7344.122215
11264.668679,-230.299568,3929.455425,11267.022604
11639.374217,2145.639358,-2895.899421,11835.489023
5920.169557,-581.254023,-4489.593703,5948.635459
8173.220438,2995.814543,4046.855340,8704.966233
4078.712340,2002.078476,2236.930697,4543.590274
5426.134438,3761.786996,1983.948708,6602.573464
11188.252462,3934.774752,669.551641,11859.993487
4221.782773,1900.420951,-2548.741605,4629.800166
8066.448027,954.845441,-4942.352911,8122.765145
7935.803239,826.932929,4960.678884,7978.771279
6085.169579,2318.011587,-3981.067551,6511.717632
9179.975091,-3763.626143,-3170.370278,9921.533371
8434.539536,-5019.722481,-124.341848,9815.246862
7175.146169,-2679.332495,4155.971783,7659.082527
11599.490921,2266.094156,-2847.101037,11818.772032
5307.854126,3802.351798,1714.940613,6529.256820
5711.645302,3785.749270,-2281.472287,6852.356499
5496.847614,2158.915198,-3714.323582,5905.611613
7993.505934,-218.348504,5028.941922,7996.487553
6125.312044,-3546.181800,2964.338086,7077.771754
11359.768451,1013.759949,-3720.027662,11404.913349
7841.281591,4851.206544,1318.321923,9220.623727
4361.594527,-3002.389395,-1472.361541,5295.077799
7816.385316,4908.308381,-1063.686288,9229.700459
8633.659047,-4992.441074,406.925276,9973.190884
5363.684201,-969.207366,-4097.497915,5450.547782
8103.619423,4947.152566,-946.435095,9494.364974
6706.748433,-2392.460709,4198.989173,7120.698196
4993.845564,3946.021225,-47.518397,6364.713429
8045.154223,840.137084,4964.282814,8088.902075
9343.902647,-3539.009202,3367.163496,9991.651656
11637.473292,2684.847923,-2397.490307,11943.165116
6185.380615,-4136.029304,-2112.743556,7440.811230
11232.355476,3920.597652,-516.394851,11896.927985
11591.255548,371.766075,-3629.719556,11597.215838
11598.470844,-457.613796,3614.902345,11607.494833
8078.399884,-224.899961,5025.778493,8081.529847
8475.042461,880.106837,-4943.051687,8520.618097
7817.403188,4874.739775,1224.598283,9212.756400
7660.544493,-1303.645234,4837.297905,7770.677759
11612.730697,3628.284475,37.964719,12166.345485
4357.574879,761.269214,3258.880910,4423.572045
6105.241799,2948.549243,-3548.359786,6779.964606
11648.390162,-87.056343,3589.202867,11648.715473
5729.831043,431.924548,4411.518385,5746.087590
6005.308637,-4090.252425,2035.696576,7265.940870
4104.262050,1543.117826,2611.388950,4384.766767
8213.698940,4467.806796,2311.834344,9350.195070
9451.556168,-4637.369083,-1441.307558,10527.920308
9936.940017,-4310.639945,1856.198398,10831.638548
8913.906917,-4893.211033,-867.485773,10168.640555
5295.288709,3872.136662,-1528.478463,6559.994271
11343.930174,2324.284156,-3096.176538,11579.596221
9945.388168,-4361.114070,1732.225362,10859.560845
5863.940739,-4463.110146,584.338250,7369.203021
6201.157000,2015.675960,-4192.319160,6520.528945
7378.026895,4489.797979,-2157.095465,8636.756727
5299.572906,-4158.873250,219.168151,6736.594072
11644.902491,2550.525298,-2534.196067,11920.945153
11700.884924,3369.805096,-1076.845768,12176.464774
8478.641681,2116.603465,-4555.184250,8738.842886
8017.615448,2379.746941,-4433.526229,8363.333843
11639.375876,3292.295184,-1458.140058,12096.043913
8094.668536,2452.148620,4398.735777,8457.936602
11311.254174,3864.817488,-486.583874,11953.295998
5422.226760,3088.104112,2917.900476,6239.946317
4127.612611,1352.425851,2747.975013,4343.528698
6105.259158,915.309337,-4518.073508,6173.490145
6199.496451,2089.631797,4158.655457,6542.195144
11088.919087,1509.568464,3777.081757,11191.198483
11094.254202,2730.162960,3008.951857,11425.246872
7577.963946,-1430.374063,4794.641539,7711.777196
6341.426411,-3384.677906,-3269.011325,7188.166209
3655.946712,2290.201269,392.211269,4314.043139
4608.374121,-3045.172952,1930.471009,5523.603022
9622.198089,-4506.172321,-1677.564174,10625.078120
7462.442034,4990.956810,7.906369,8977.621678
5587.200169,-758.436037,-4282.280218,5638.442245
11054.495758,3963.593967,-1000.563494,11743.592023
11567.011022,3008.212003,2097.981535,11951.781601
11027.631424,3545.482044,-2077.063686,11583.570165
11617.886406,3314.681877,1460.846702,12081.489994
6536.754214,-3065.970966,-3661.874531,7220.064655
7512.559557,4848.961697,1212.702890,8941.531224
4447.144168,-2387.713540,-2476.391006,5047.600143
10773.133732,-1778.723304,3894.032261,10918.986537
8354.140146,3185.262546,-3890.258394,8940.780451
6832.408793,-3416.462926,3464.283082,7638.980877
10962.804026,-2461.459850,3352.935159,11235.740149
7503.252318,4606.506918,1929.307267,8804.470531
6353.875191,-4116.244603,-2293.785561,7570.680258
11818.643721,2829.831057,1921.150631,12152.706827
3923.807577,2644.862646,860.196210,4731.972561
7819.320519,-566.147509,-4993.084038,7839.789307
5446.918106,4004.895679,-1461.031494,6760.777045
6133.422760,-3822.831101,-2599.224058,7227.234075
7457.293617,4293.200156,2544.836208,8604.812356
5255.157290,3891.771313,1406.364703,6539.308992
6068.622550,1299.680696,4411.417264,6206.234733
8026.241322,3341.443752,3764.903492,8694.009208
3773.348094,1825.304443,-1755.846608,4191.645518
4304.712959,1724.857608,2795.201076,4637.422498
4095.567487,-2983.793896,-454.732688,5067.218078
9786.126380,-4146.564106,2312.481594,10628.370685
11917.048696,1511.056745,-2938.949162,12012.466113
7783.213591,4004.029683,-3028.128286,8752.751996
6831.630063,-3499.107368,3378.471064,7675.605624
11852.225641,2212.064861,-2558.939482,12056.885319
8833.450456,-4957.961990,486.053429,10129.720334
7911.937709,4778.848491,-1573.318865,9243.167813
6789.038554,-2889.699873,-3902.151114,7378.442237
6391.458546,-3080.725935,3583.566418,7095.182494
11587.449538,3501.865188,-1045.768801,12105.042197
11870.547978,3221.183829,957.795503,12299.834737
5512.704049,3751.465617,-2108.660572,6668.088197
5796.856593,196.588483,4459.151525,5800.189082
6076.939254,-26.178588,-4599.830573,6076.995641
5569.566719,-4065.255677,1507.939527,6895.388108
9492.616036,-4838.013291,-284.048426,10654.394953
4573.495845,318.197857,3557.746657,4584.551681
7262.343653,4842.286610,-1070.059775,8728.652527
11132.581917,-1376.089651,3794.364335,11217.308183
8281.953643,3427.436169,3681.502344,8963.150944
5371.541706,4147.569030,774.717721,6786.441568
5488.937754,4246.891490,605.637659,6940.066642
7880.205465,628.710566,-4985.834709,7905.246053
9554.938145,-4818.824014,-250.971065,10701.304025
7971.655047,2750.050265,4214.686100,8432.678142
5639.044257,1562.582877,-4089.613639,5851.537010
7987.975761,4234.355369,2719.533531,9040.880607
10216.749588,-3249.549301,3219.782979,10721.079367
8616.461067,1501.968429,-4776.818280,8746.388425
11160.058008,57.726516,-4015.434086,11160.207305
5375.635802,2594.058373,3330.785017,5968.802150
11284.690295,670.152830,3855.754826,11304.571636
7663.385756,-1838.854208,-4661.602814,7880.917843
7703.245459,4955.119695,780.645571,9159.323217
8928.379199,-4578.849027,1934.962655,10034.032765
9340.512960,-4047.617982,2739.243962,10179.803224
11517.896540,2523.890971,2732.752841,11791.181719
11197.768239,2216.149632,3315.221739,11414.960916
5364.075722,3195.307918,-2737.896549,6243.660869
5803.728589,3945.339589,-2092.731029,7017.761039
3991.083305,2801.865161,667.787322,4876.391527
11475.915927,2647.569086,2665.736380,11777.362541
4193.216823,1024.227446,-2971.134426,4316.492695
7483.885763,4778.466749,-1449.300460,8879.318138
10565.485309,-2838.374483,-3364.010081,10940.102811
8164.873033,3903.255167,3176.585104,9049.892405
7484.880494,4958.566834,570.416997,8978.352915
7467.376637,-2647.989835,4234.521337,7922.976966
4884.975659,-2313.583103,-3082.121031,5405.150688
11764.190192,1311.157595,-3219.454493,11837.031094
11062.471632,528.215516,-4048.370649,11075.075179
3979.493047,-2640.883172,1089.487721,4776.047408
5600.305437,3705.982528,-2289.905209,6715.484159
5463.221464,-3998.939386,-1503.636848,6770.399174
6050.522285,-4508.296596,833.569250,7545.432931
5418.028254,-1616.704458,3927.787941,5654.092630
8268.237057,-4949.717292,-910.017362,9636.568129
5850.734454,2399.019973,3794.995427,6323.479302
11610.119981,2686.042724,-2446.129868,11916.782766
11195.919846,3052.637785,-2561.556007,11604.620573
4565.128375,1407.451929,-3274.069015,4777.166316
3916.841725,1039.064402,2560.857946,4052.320807
4579.481549,598.335541,-3530.240864,4618.404127
11167.396383,-2232.751249,3330.989289,11388.411659
11632.874084,-246.224726,-3600.244325,11635.479623
11062.282902,3519.076719,-2077.330011,11608.531516
7538.446543,-527.879236,4971.149602,7556.906296
10564.858509,-3388.706304,2804.568551,11095.024368
11271.889816,1433.085076,-3659.636221,11362.624383
11064.667900,311.574689,-4074.197114,11069.053913
5131.942976,4012.971956,-526.095278,6514.659057
11316.799147,2700.816191,-2794.878717,11634.618646
5524.889373,3355.482669,-2705.116594,6464.028660
10763.074848,-3035.708987,3029.152022,11182.991962
8236.362473,3521.590507,-3593.963676,8957.637327
4035.984015,2400.322847,-1696.975904,4695.819070
12020.722750,1644.787906,-2725.298328,12132.728575
4412.307126,1723.103820,2934.580384,4736.828152
10185.409060,-3841.542970,2514.345192,10885.770993
12074.544420,3021.053389,766.076500,12446.742004
10491.143129,-1518.796632,4170.344963,10600.510713
11465.484589,937.815580,-3648.438813,11503.774812
11033.382055,-1615.978343,3775.144211,11151.094366
4264.303411,-191.962267,3224.994390,4268.621919
11871.292254,3187.939316,-1045.063757,12291.889069
7741.182815,3775.252793,3309.324242,8612.690928
8289.268123,1241.624071,4878.688261,8381.741845
4380.114349,201.799000,3359.334327,4384.760489
10044.826209,-2406.104162,-3982.928691,10328.982080
5357.747612,2849.510289,-3091.473263,6068.374442
7055.784703,-1693.320626,-4619.301816,7256.130685
11195.160782,-265.773118,-3976.703242,11198.315064
10936.852657,4042.959185,1035.222919,11660.200041
10152.608322,-2119.656225,4090.906695,10371.518609
5810.108858,-4345.036568,-1044.755166,7255.115969
3947.554193,2397.526054,-1463.656837,4618.583689
11112.966718,-261.855431,4044.018116,11116.051346
6234.845576,1182.151593,-4514.718258,6345.926389
3990.991738,1734.275468,-2296.858061,4351.520017
11226.888272,3623.587715,1596.491096,11797.177976
3899.024932,1295.306355,-2419.251264,4108.553757
5744.202817,-4247.093722,1291.334997,7143.785487
3751.370894,1958.652172,-1544.437249,4231.914686
11634.111944,2155.109314,-2895.264548,11832.035196
8091.703155,-421.471423,5016.323864,8102.672282
8324.134354,3105.902814,3955.360780,8884.697239
8441.348772,1255.193368,-4863.703243,8534.159565
5166.090270,4065.745755,246.329805,6574.098966
11936.545090,3261.792284,-418.912350,12374.182704
9331.729986,-4800.533594,-902.103337,10494.108220
10043.016784,-3731.982512,2775.530316,10714.003901
4035.193298,546.085283,-2888.901903,4071.976681
11131.124940,1483.735338,3749.277227,11229.577596
11184.980427,3996.330644,129.838351,11877.476406
11328.188750,1963.520480,3346.451497,11497.098462
4162.294179,2831.238343,1281.897105,5033.945111
4335.109563,1516.145946,-2952.445697,4592.588971
11781.035685,3434.533462,-422.380776,12271.463723
6287.695470,-3089.363081,3522.630744,7005.660466
4355.119640,-3197.940923,-959.458292,5403.137351
9346.580623,-3644.193871,-3249.044081,10031.885082
5683.561921,2810.446551,-3394.051916,6340.464173
7921.936630,169.706012,5029.960879,7923.754167
8075.394357,1613.915210,4766.493809,8235.090548
11021.063757,3872.910335,1396.660090,11681.749904
8360.908121,-906.571445,4946.608075,8409.914173
8513.481184,-100.098365,-5019.328295,8514.069624
6069.150320,2003.985848,4135.585490,6391.443099
3928.925253,985.813154,-2604.328094,4050.713668
5734.447874,3514.163076,2702.392024,6725.565742
4044.003194,2781.850435,-981.662409,4908.426803
3963.338537,326.050676,2818.440475,3976.727474
11449.262630,3565.497575,-1239.965480,11991.596546
6696.574490,-2528.680982,4115.319125,7158.095934
5042.259075,-1798.607854,3556.212863,5353.444386
12000.753843,663.129750,3141.740347,12019.061272
8228.362293,4363.151620,-2508.838557,9313.594262
5717.984013,3391.020196,-2842.010561,6647.883809
4971.678200,-1593.797278,-3586.157982,5220.897805
8080.967124,3996.150116,3059.924654,9015.056595
5963.536688,-57.457254,4544.993783,5963.813475
5604.755082,4067.619216,1575.839317,6925.229644
7649.368406,5006.248331,265.163512,9141.955992
9292.383230,-4572.482800,-1755.688692,10356.446545
4271.590808,-2483.922772,2088.418503,4941.291366
9741.167866,-4672.902362,949.292434,10803.997773
7353.246295,4927.043375,698.779465,8851.326878
11770.079758,1835.067462,2948.118250,11912.273087
8058.585067,4969.138183,-788.907954,9467.477360
10834.682058,-1602.289604,3928.342949,10952.518764
9336.537397,-4650.486235,1502.934664,10430.625715
11605.139433,3469.638977,1080.129941,12112.706382
8205.013168,3419.406471,3692.857381,8889.014664
4112.999064,-2783.838484,1231.854262,4966.539842
10626.403632,-2258.526751,-3741.333370,10863.765334
5668.267766,-1163.081004,-4240.060979,5786.364738
7473.111528,4970.943669,-473.999929,8975.392853
11710.536223,2057.768292,-2865.860455,11889.956643
3685.884763,2342.579298,389.750797,4367.313162
9853.297825,-3956.704502,-2587.144484,10618.050129
11612.659096,2688.047348,-2434.691969,11919.708462
8225.360773,2111.073610,-4566.023929,8491.948635
11570.623454,1211.615329,-3457.124210,11633.887520
11289.690661,3657.730805,-1385.170668,11867.439060
9909.117613,-4178.310491,-2164.583383,10754.017409
4524.564777,768.003667,3439.277306,4589.282739
6621.978249,-3096.516972,3670.810501,7310.199265
5074.921921,-1473.026986,-3727.126577,5284.377068
8592.438606,3465.777793,-3624.256970,9265.075116
4948.174793,-1640.714791,-3546.422047,5213.096854
6299.919728,1349.888550,-4492.551739,6442.917637
7613.696707,4066.423661,-2928.777903,8631.580326
9295.376473,-3921.156092,2932.383278,10088.582105
4130.768918,81.753887,3061.777183,4131.577852
11719.124307,1377.220709,-3242.000121,11799.771668
3753.868749,2493.905495,259.863475,4506.783243
4305.571259,1084.766959,-3101.668785,4440.119731
10808.780703,-1738.402910,-3885.490160,10947.684000
11511.575424,1852.597248,3228.992813,11659.694906
11399.163270,-711.333222,-3750.834825,11421.336095
8403.706867,2346.243758,4444.759285,8725.087328
6000.068433,1643.582039,-4262.078741,6221.107869
5437.750123,4051.541457,-1317.026881,6781.158793
8696.852305,1975.317270,4591.566231,8918.358500
6592.713148,-3711.138468,3041.666736,7565.475226
5581.705276,-4341.374152,231.818606,7071.277347
11833.256682,2810.222248,1916.864057,12162.372827
11212.768568,2407.020443,-3165.129719,11468.213739
8335.219644,1297.118254,-4861.168452,8435.543982
4752.760664,-2839.088416,2430.938597,5536.168076
9291.622719,-4574.996184,1752.808507,10356.874183
3779.867277,2502.597189,-472.907377,4533.253724
3976.569109,201.895673,-2848.736666,3981.691066
11625.331536,-709.819955,-3545.634749,11646.981484
8912.680439,-4339.943820,-2422.858441,9913.172296
5715.228998,603.980010,-4382.606929,5747.054406
5430.036935,4115.677591,-1078.931208,6813.523548
4902.100049,-2242.850432,3155.773927,5390.822104
5321.672418,-855.844179,4091.703823,5390.052559
4246.160382,1036.315762,3044.585404,4370.792645
9090.580130,-4307.593822,2417.325545,10059.523429
9366.979115,-3798.180485,-3064.577427,10107.743206
6960.942975,-1934.874518,4502.354448,7224.850621
8287.125246,2832.550971,-4159.268845,8757.841621
8523.021045,3718.214299,-3366.300201,9298.763644
7590.429004,4783.800415,-1478.365410,8972.143494
4423.814668,725.971264,3338.208344,4482.986782
3975.321155,2366.179546,1592.966053,4626.227829
11459.323472,1425.926330,3490.818787,11547.699352
10854.883663,-2233.468666,-3593.104900,11082.277817
6416.926336,-4141.875470,-2294.230672,7637.543846
9862.424409,-4401.763898,-1715.804640,10800.136139
10632.171992,-2171.168044,-3783.976304,10851.592139
9062.750074,-4679.286704,-1607.733973,10199.468759
9305.415906,-3944.667730,2893.446260,10106.986133
5614.546274,3856.724431,2050.983235,6811.567602
6062.328247,1310.829917,-4404.242188,6202.426851
12024.283618,3074.450215,-812.661985,12411.109566
9579.674315,-4394.764375,1981.586325,10539.644866
11724.256505,-133.524752,3513.870314,11725.016822
6155.940622,1931.293793,4215.879287,6451.782751
7654.344183,4026.333957,-2990.288432,8648.719558
10033.088502,-3297.528676,-3285.986814,10561.087077
5851.930526,-3607.505773,2680.952764,6874.531895
10976.132062,-1314.303246,-3931.590527,11054.540609
7900.483210,3667.468929,3437.483898,8710.221770
11601.110750,-46.720564,-3637.203394,11601.204827
7631.202215,-1545.260184,4767.515097,7786.082216
5148.721960,-2142.937860,-3451.017395,5576.873720
9334.690776,-4876.224239,339.853244,10531.572281
5758.699577,3248.511711,-3035.083689,6611.765963
7892.540568,-763.981991,-4971.828803,7929.430314
7528.494384,4702.706932,1703.545638,8876.580433
5833.458208,577.102433,4449.084960,5861.934995
9226.374035,-4074.129964,2747.385922,10085.857068
4990.950608,-2109.922323,3331.952400,5418.612385
7492.430432,4913.479426,901.171296,8959.843405
11691.737345,902.384548,3434.086710,11726.509285
11649.453973,944.167623,-3467.064871,11687.652902
11833.636442,2463.560173,2350.435178,12087.352074
11816.784664,1074.365632,-3248.304094,11865.524063
4337.253892,1423.348430,2998.563137,4564.832097
10111.724073,-3379.159388,3157.898854,10661.410877
5838.332505,-4321.356881,1201.176807,7263.625247
4332.750718,-3152.149794,-1021.692166,5358.057214
12100.140818,3080.842788,94.800761,12486.192378
10500.772863,-3370.414800,2890.131787,11028.414512
9730.580302,-4640.840870,1103.581467,10780.612088
7863.477707,2927.907136,4084.393231,8390.883257
9623.186443,-3830.924090,-2902.255014,10357.687806
11741.586665,3012.991432,-1780.712566,12122.003744
8599.006658,993.339977,4912.618218,8656.190838
7787.702612,5006.254557,-380.636042,9258.017966
6207.799764,-4235.543061,1931.723241,7515.091678
5071.340621,-1617.844456,3664.012322,5323.149103
4414.996245,-2855.184315,-1855.132316,5257.781787
11530.486194,2410.095837,2811.219500,11779.672059
11611.503153,2540.390565,-2592.535489,11886.151173
7954.973395,-1024.496496,-4923.001749,8020.672964
11172.208013,3372.683620,-2156.873220,11670.185375
4295.495905,914.189690,3143.998263,4391.699882
11990.243586,1022.748733,-3058.347297,12033.783953
5187.313204,-2116.339524,3503.995431,5602.420125
5193.911874,-4088.313709,184.556954,6609.919027
8046.518915,5020.965305,375.102840,9484.543175
11771.668618,2860.325426,-1953.217696,12114.191826
5942.274338,3023.550785,3379.508404,6667.269580
9393.718988,-4420.657375,2046.606159,10381.915433
8593.798654,208.823746,-5004.596669,8596.335420
6955.537969,-2109.179049,4416.973346,7268.297236
8459.299455,2220.493770,4507.299961,8745.875591
11090.463220,2139.435714,3459.996350,11294.935131
9642.680084,-4489.572026,-1693.989273,10636.613003
3970.194235,2844.122034,-89.720050,4883.796926
8463.361824,3937.448923,3115.600907,9334.452174
11695.036757,-310.920800,3536.542468,11699.169051
5438.702257,-1239.290656,4076.424660,5578.111111
8565.909965,1851.768037,4662.340625,8763.781056
10896.030632,356.530078,-4187.146200,10901.862099
9462.167037,-4064.566043,-2644.525494,10298.218397
5898.718498,3594.088588,2730.842498,6907.412880
5525.789338,552.230930,4275.309622,5553.314939
10109.023857,-2978.142737,-3540.010101,10538.581380
8032.218092,5010.596347,506.360420,9466.921529
4048.465704,-2657.290081,1294.087255,4842.650631
3796.232569,2471.072503,715.305606,4529.633653
12053.411081,2059.713512,2381.558558,12228.128984
9962.862929,-4021.076380,-2409.176504,10743.728078
7530.790429,4545.316613,-2080.745317,8796.175737
4318.295925,-2573.060779,2062.707492,5026.760534
11572.266358,2355.600261,-2803.281189,11809.580909
9810.899494,-2867.773094,3777.336490,10221.441748
6037.044921,438.631044,-4562.859551,6052.958663
5995.469403,1333.774156,4363.082267,6142.036051
6754.373242,-3772.214062,3042.259524,7736.352941
5703.988566,-4330.654122,-870.657471,7161.707247
8284.627281,-4900.126178,-1148.819893,9625.294060
11165.395212,3910.177706,886.162844,11830.280636
8385.580219,-2.377630,-5027.758537,8385.580556
11774.233548,3467.971433,1.822500,12274.339147
9236.318390,-4713.860523,1377.802735,10369.670122
11643.291200,-478.894708,-3562.428915,11653.135635
9107.661505,-4802.419846,1156.103782,10296.248563
9152.750841,-4426.620226,-2159.917494,10166.996341
10372.488575,-3748.127726,2498.308770,11028.915662
5557.043800,-1434.373230,4089.493149,5739.177847
6619.996994,-3194.020611,3587.722262,7350.246790
5392.234145,4229.406484,92.159428,6853.033510
7788.790518,4899.369843,1105.038715,9201.580440
5987.386906,967.782938,4457.605962,6065.097343
3877.671442,1543.817731,-2227.453121,4173.692490
6122.551175,2299.270889,-4007.817128,6540.051950
11796.996518,1901.090757,2864.664374,11949.195492
5748.327182,3786.067624,-2311.950689,6883.136890
9433.737018,-4329.029340,-2212.042042,10379.590028
10165.070252,-3496.902476,-2985.591218,10749.743260
3931.907952,-2679.488989,-793.320457,4758.104810
4004.012048,1035.749064,-2700.462239,4135.805678
7650.002963,-880.541915,-4936.213109,7700.512931
5525.450195,-4138.857431,1217.229468,6903.675883
11070.541869,-1724.146479,3700.572084,11203.998320
7433.000009,-931.808555,-4900.775959,7491.178567
8561.395511,397.948121,5001.965518,8570.639171
10780.037922,-2447.931602,3508.475035,11054.482653
4269.329579,123.901193,3232.991089,4271.127084
4641.726279,-2461.499117,2681.224746,5254.008066
7935.703296,4178.287714,-2801.900859,8968.471164
4003.968939,449.241815,2863.046829,4029.092388
11436.161090,73.814707,3789.414098,11436.399306
4908.082524,-1418.111275,3602.865654,5108.846607
6028.710057,1271.785900,4399.407764,6161.394674
8217.741998,4211.197380,-2759.956918,9233.930199
11512.275113,3072.968502,-2101.590060,11915.352017
5736.639229,3207.264219,-3062.403773,6572.333939
8013.650264,-48.611678,-5034.144652,8013.797704
7662.207505,-1614.492746,4748.215053,7830.454054
8699.809914,-4772.202519,1487.555997,9922.731954
4466.701896,-2517.246280,2373.037488,5127.178041
8673.443120,989.152098,4902.508539,8729.664222
6256.924855,1712.789818,4349.789798,6487.122444
6032.011088,-4022.993606,-2187.434971,7250.492074
7676.073468,-971.443517,-4921.666268,7737.299683
6452.439286,-3209.065070,-3502.292481,7206.391008
4507.018554,-2153.849144,-2765.536594,4995.225959
10863.370525,-1726.580525,-3853.882998,10999.722699
8916.676016,-4302.731114,2483.134585,9900.535653
11071.015154,4064.041960,-358.731593,11793.380075
8468.495814,882.077708,4946.439794,8514.310450
10283.135149,-3450.050018,2957.931904,10846.460880
11862.735562,2870.796789,1754.784066,12205.161581
11730.066438,3128.172067,1599.091356,12140.013143
8158.389224,3695.954348,-3420.567061,8956.527970
8038.018659,2811.327820,4178.564722,8515.474624
3841.523780,2647.456962,-142.020140,4665.440313
11672.394740,309.467455,-3555.503986,11676.496438
7706.903881,-872.598893,-4939.985852,7756.145709
11936.999174,1618.088412,2856.564929,12046.167830
5486.340423,539.563053,4253.641854,5512.808678
9505.581162,-4815.643390,506.550897,10655.819747
4172.119258,670.344856,-3044.873777,4225.629104
9694.336240,-4783.430621,42.216869,10810.243459
11189.524014,1729.239281,3597.497756,11322.354709
9642.160499,-3573.088860,3204.476417,10282.909272
4684.013991,-2946.559046,-2196.528156,5533.732671
9344.851958,-3987.525790,-2819.840893,10160.050199
11080.725908,3831.736201,1388.539169,11724.533635
8269.415546,402.472837,5017.183361,8279.203939
8234.819278,638.837275,4990.235582,8259.561828
8448.082082,-355.445314,-5010.699350,8455.556293
11241.806604,1229.170694,3757.042782,11308.805255
4638.778207,-2181.565315,2908.107110,5126.157477
8105.631467,5015.789211,-459.404506,9532.019875
10205.856720,-2981.874055,-3476.299902,10632.548343
3871.848711,2387.550448,-1264.930616,4548.803093
10772.863860,-2648.708270,-3356.886647,11093.703225
11908.312912,1504.851744,2955.745385,12003.020252
4098.895664,1175.966686,2792.775717,4264.251788
12006.403963,3188.654090,-260.183863,12422.610476
8095.816205,2877.966104,-4131.382546,8592.143441
5696.893323,1394.780311,4182.358101,5865.151801
10512.963829,-2893.124205,-3352.470884,10903.787238
5934.487410,-738.361831,4474.135293,5980.244060
10625.388990,-1874.963723,3944.574049,10789.549581
8487.401904,-385.344608,5005.613269,8496.145099
9053.655837,-4683.140631,1593.360204,10193.158990
10027.807929,-4268.565661,1875.865526,10898.512957
4145.796129,-2604.734826,-1659.402644,4896.148390
11332.324479,-902.023261,3772.483552,11368.167137
11055.440666,3917.363635,-1189.557041,11728.960149
11773.299873,2209.976189,-2667.158328,11978.922517
6039.252129,3300.279795,3184.356943,6882.180832
9098.148969,-4539.968856,-1945.726443,10167.970882
8158.296557,1196.707862,4889.706013,8245.599579
5606.499680,-4240.267621,1020.971231,7029.417341
6406.132738,-3354.854846,-3338.307678,7231.430543
5590.702977,4133.830952,1348.205781,6953.022229
11975.113576,1789.540817,2698.251057,12108.088267
8188.747993,-5033.327180,-73.341897,9611.970463
7483.889616,4800.914170,-1377.404125,8891.421745
8310.674071,610.583573,4992.635650,8333.073611
8640.292079,-4635.277341,-1894.770223,9805.123316
9383.119267,-4865.096260,-295.780190,10569.393965
3840.544308,2616.060076,-401.886678,4646.886151
11571.321989,849.130000,-3570.343873,11602.435707
5446.991747,-4062.307420,-1294.332109,6795.002625
4178.377878,2662.298169,1641.027351,4954.459933
8219.045478,-831.074749,-4964.569111,8260.955987
3992.845198,1306.317418,-2570.599653,4201.104376
11227.875894,2338.324876,3199.614528,11468.781989
11526.369406,2884.062731,2337.177461,11881.709032
5278.768990,-798.390996,4076.202328,5338.804195
4592.153437,-2759.563602,-2298.483761,5357.524098
4921.495873,-2451.472594,-3018.646605,5498.257862
8466.056320,3723.893211,-3373.574871,9248.864269
10003.969473,-3789.148971,-2724.027849,10697.525655
9302.956822,-4873.672876,414.311410,10502.270847
5763.123758,1674.297134,-4116.522855,6001.405364
12003.605064,3201.204499,63.581623,12423.133452
3638.071297,2265.318767,337.933358,4285.700862
6023.557541,3116.657568,-3352.000957,6782.094061
5260.367355,4139.158270,-132.410496,6693.586176
3718.842145,2056.210220,1309.844526,4249.445537
4906.374758,-2176.045369,-3201.045928,5367.279266
4518.956802,191.291166,3506.113469,4523.003746
11894.022559,3284.699876,580.459552,12339.247381
11361.508288,3620.367785,1309.329694,11924.383988
3964.734193,2268.770634,1714.385905,4567.979577
3939.113375,-2691.047835,757.636033,4770.571521
11786.182955,2490.334681,2396.360403,12046.405085
11585.425040,2290.048772,-2851.659081,11809.589186
4498.118927,1550.508478,3129.217505,4757.851450
7977.841728,4980.346281,-735.269891,9404.775793
12093.020116,3084.030633,-216.462292,12480.079346
10497.200548,-1526.659900,4167.139552,10607.634505
5589.208420,1490.631604,-4090.798550,5784.568552
8137.559885,249.696789,5028.729225,8141.389891
11124.835537,3988.448485,628.542557,11818.193053
3955.017977,-2756.200800,631.697053,4820.664897
6038.403987,243.143750,-4578.135033,6043.297245
4866.740899,-1913.553957,-3325.577145,5229.422122
